EXTRACT_DE,ORG_CAR_MAKER_KOR,TRVL,USE_YEAR
20230101,BMW,219000,14.5
20180401,BMW,226000,14.4
20230501,인피니티,197000,14.3
20180301,볼보,218000,14.5
20200701,포드,193000,13.2
20181001,포드,186000,12.9
20160101,볼보,199000,14.1
20231101,링컨,195000,13.5
20240401,크라이슬러,210000,15.5
20230501,폭스바겐,226000,13.3
20190501,포드,203000,13.0
20220801,아우디,192000,12.4
20210601,지프,234000,16.0
20161001,닷지,184000,16.9
20160301,Chevrolet,378000,15.5
20240501,포드,200000,13.1
20210501,Chevrolet,220000,21.2
20181201,올즈모빌,290000,19.0
20170501,BMW,225000,14.2
20150701,BMW,214000,13.0
20180901,벤츠,239000,13.7
20230301,미니,169000,13.2
20170801,크라이슬러,204000,12.6
20221101,포르쉐,203000,11.4
20240101,혼다,212000,14.9
20230601,폭스바겐,219000,12.9
20221101,올즈모빌,256000,14.6
20191001,지프,252000,13.9
20181201,아큐라,149000,10.0
20180501,아우디,190000,13.2
20160801,혼다,201000,10.4
20230701,아우디,204000,13.6
20221201,아큐라,201000,13.5
20220201,아우디,202000,13.3
20200801,렉서스,223000,13.8
20210201,닛산,173000,10.2
20240401,벤츠,224000,14.6
20170601,캐딜락,206000,13.1
20180201,아큐라,110000,11.5
20181101,토요타,159000,10.1
20210701,BMW,223000,14.5
20220801,캐딜락,193000,13.6
20200401,아우디,200000,12.2
20180901,혼다,204000,11.7
20190101,아우디,186000,12.1
20200801,혼다,195000,13.0
20161101,아우디,203000,13.7
20201101,폭스바겐,205000,11.8
20221201,볼보,222000,15.5
20210601,BMW,211000,14.6
20191101,스마트,107000,9.4
20220301,지프,223000,13.6
20210101,스마트,175000,12.6
20211001,BMW,210000,14.5
20180101,렉서스,228000,12.6
20190701,포드,176000,12.2
20190401,토요타,166000,10.4
20190401,스즈키,147000,6.5
20200301,혼다,211000,12.5
20170701,렉서스,236000,12.3
20240601,미쓰비시,188000,15.3
20160501,벤츠,236000,14.0
20220701,닛산,171000,11.9
20210501,다이하쓰,195000,12.1
20170301,렉서스,221000,11.7
20210401,혼다,217000,13.4
20151001,닛산,149000,8.2
20170301,아우디,184000,12.4
20160801,토요타,158000,11.3
20160801,폭스바겐,193000,12.3
20170201,사브,213000,15.0
20160201,아우디,196000,11.9
20190601,미니,144000,10.8
20230901,렉서스,226000,16.5
20230801,폭스바겐,212000,13.0
20240501,폭스바겐,221000,13.5
20201001,토요타,187000,11.7
20180901,렉서스,209000,12.2
20221201,아우디,199000,13.3
20160301,포르쉐,134000,8.6
20200101,폭스바겐,196000,11.2
20231201,아우디,207000,13.6
20210701,렉서스,234000,14.6
20210401,인피니티,196000,12.9
20210701,Chevrolet,234000,15.3
20220301,혼다,212000,13.5
20220101,크라이슬러,205000,13.8
20230201,닛산,184000,11.9
20201101,미니,141000,10.4
20150801,마쯔다,125000,10.0
20230701,플리머스,137000,11.7
20180401,벤츠,221000,14.2
20160501,마쯔다,126000,13.0
20200701,푸조,204000,11.6
20151201,폭스바겐,214000,11.1
20220301,볼보,215000,15.3
20210601,아큐라,229000,16.1
20160401,닛산,135000,9.0
20190201,폭스바겐,203000,11.1
20210401,푸조,202000,12.3
20161101,토요타,185000,13.1
20201001,닷지,217000,16.0
20161001,마쯔다,193000,10.7
20160701,토요타,225000,14.6
20190801,닛산,158000,9.6
20150801,렉서스,197000,10.2
20230901,아큐라,178000,17.4
20220901,사이언,106000,15.6
20200901,머큐리,202000,9.8
20210601,렉서스,222000,15.5
20190701,크라이슬러,184000,13.3
20200201,다이하쓰,153000,8.2
20240201,미니,158000,12.8
20210501,미쓰비시,170000,10.9
20160101,닛산,176000,10.0
20230601,지프,228000,14.0
20190301,닛산,162000,10.6
20210301,크라이슬러,210000,14.5
20150901,포드,171000,12.9
20200901,스즈키,180000,10.0
20200601,링컨,194000,12.3
20230501,토요타,189000,11.2
20211101,토요타,185000,11.1
20170401,마쯔다,257000,7.0
20220501,아큐라,168000,17.4
20160701,스바루,165000,12.8
20170201,볼보,206000,14.8
20170601,사브,170000,15.0
20210801,인피니티,196000,12.6
20230201,볼보,224000,15.4
20220701,크라이슬러,206000,14.3
20170201,아우디,203000,12.4
20151201,Chevrolet,139000,13.8
20231101,닛산,192000,12.5
20170101,벤츠,231000,13.5
20230201,렉서스,223000,16.4
20200401,렉서스,245000,14.0
20200501,볼보,226000,14.6
20240501,마쯔다,165000,6.0
20180801,렉서스,214000,12.8
20150901,폭스바겐,185000,9.9
20210401,아우디,200000,12.9
20200601,볼보,208000,15.2
20231201,닷지,224000,17.3
20230701,마쯔다,110000,12.8
20220801,크라이슬러,205000,13.7
20240201,Chevrolet,250000,14.3
20200101,지프,252000,13.5
20180401,닛산,179000,9.1
20170701,닛산,139000,10.5
20230901,닷지,187000,16.7
20160401,BMW,215000,14.1
20220701,Chevrolet,140000,7.5
20201001,피아트,110000,7.1
20170701,스바루,161000,6.3
20150901,아우디,199000,13.9
20190701,스즈키,136000,10.6
20180401,뷰익,272000,7.8
20160201,닷지,182000,16.3
20160301,아우디,208000,13.8
20191001,미니,143000,10.7
20240101,랜드로버,178000,10.4
20170901,Chevrolet,177000,13.5
20210301,닛산,182000,10.7
20180501,닛산,180000,9.2
20160501,아큐라,129000,12.5
20171001,아큐라,165000,10.3
20211101,닷지,193000,15.8
20201001,미니,149000,11.7
20180901,미니,160000,9.3
20180701,미니,141000,11.2
20230101,미니,161000,12.2
20180101,미니,159000,9.8
20151101,미니,182000,8.3
20190401,미니,143000,9.9
20190201,미니,134000,9.8
20200501,렉서스,242000,14.0
20220101,아큐라,204000,9.2
20210301,GMC,294000,13.4
20220201,폭스바겐,216000,12.0
20180901,인피니티,179000,11.2
20171101,볼보,215000,14.1
20220301,아우디,204000,13.2
20151001,아우디,210000,12.9
20160101,아우디,235000,12.2
20160401,폭스바겐,206000,10.8
20161101,폭스바겐,163000,11.9
20200801,시트로엥,137000,6.8
20200901,시트로엥,219000,8.3
20230501,시트로엥,154000,9.0
20210701,크라이슬러,206000,14.2
20230701,크라이슬러,199000,15.1
20170701,크라이슬러,194000,13.4
20160301,크라이슬러,193000,11.7
20201001,크라이슬러,193000,13.8
20240201,크라이슬러,220000,14.9
20231001,지프,210000,14.0
20240201,지프,206000,13.2
20190101,링컨,204000,10.9
20190601,링컨,196000,12.1
20170101,링컨,163000,12.2
20180101,링컨,168000,12.2
20160101,링컨,233000,11.2
20230301,포드,203000,12.8
20190901,링컨,219000,12.1
20220801,링컨,214000,12.1
20230501,링컨,207000,12.9
20210101,시트로엥,140000,6.9
20200401,포르쉐,169000,14.7
20180401,지프,249000,13.6
20191201,지프,235000,14.7
20200401,지프,278000,13.6
20170601,지프,241000,13.5
20211001,캐딜락,168000,14.3
20221101,캐딜락,184000,13.8
20151201,캐딜락,187000,11.0
20170101,캐딜락,232000,12.5
20171201,캐딜락,176000,12.6
20191201,캐딜락,185000,14.9
20220601,캐딜락,200000,14.1
20170801,캐딜락,193000,11.9
20160601,폭스바겐,195000,10.5
20230701,푸조,196000,12.5
20190901,푸조,198000,12.1
20181201,푸조,188000,11.3
20181001,푸조,199000,11.7
20151201,푸조,199000,9.4
20161001,푸조,178000,12.2
20210701,푸조,192000,12.2
20190101,푸조,184000,11.1
20190801,푸조,207000,11.9
20180401,푸조,187000,10.5
20210101,포르쉐,156000,16.2
20201101,포르쉐,181000,12.5
20180601,미니,118000,7.8
20220401,닷지,186000,15.0
20190401,닷지,188000,15.8
20201201,사브,193000,16.8
20230801,사브,217000,18.3
20220801,사브,203000,18.9
20170401,사브,180000,16.5
20170801,사브,199000,16.2
20231001,사브,218000,21.2
20220601,사브,194000,20.1
20230401,사브,196000,16.9
20240501,사브,227000,18.3
20160401,지프,188000,10.4
20201201,닷지,171000,14.8
20200501,닷지,218000,16.8
20220101,닷지,182000,17.1
20181101,닷지,232000,17.6
20160401,사브,236000,17.0
20231001,캐딜락,184000,13.7
20231201,캐딜락,187000,12.8
20150701,지프,235000,16.3
20240601,피아트,133000,10.6
20231101,피아트,136000,9.7
20220101,피아트,186000,7.4
20221001,피아트,147000,8.7
20221201,피아트,116000,8.7
20231201,피아트,181000,9.7
20181001,재규어,170000,11.3
20240401,재규어,196000,12.8
20230201,재규어,197000,12.0
20190501,재규어,167000,10.9
20200801,재규어,181000,11.1
20201201,재규어,172000,13.4
20220801,재규어,176000,10.8
20190801,재규어,158000,11.7
20220701,재규어,186000,11.7
20170101,재규어,135000,9.1
20210801,재규어,165000,10.7
20190101,재규어,191000,10.7
20180701,재규어,197000,12.1
20210101,재규어,183000,11.8
20191001,볼보,214000,13.9
20230101,볼보,229000,15.1
20211101,볼보,219000,14.8
20190701,렉서스,232000,13.5
20190601,렉서스,235000,13.3
20170101,렉서스,202000,12.9
20240601,벤틀리,120000,12.7
20230701,벤틀리,223000,9.3
20210501,재규어,202000,12.4
20170901,재규어,168000,8.6
20200201,재규어,197000,10.8
20180901,재규어,190000,10.6
20190301,재규어,190000,13.9
20171101,재규어,124000,7.8
20230601,랜드로버,219000,12.0
20190401,랜드로버,260000,15.3
20200901,랜드로버,189000,14.4
20220301,랜드로버,242000,13.5
20150901,랜드로버,215000,11.7
20211101,랜드로버,284000,13.5
20210501,랜드로버,253000,15.3
20210101,마세라티,198000,11.3
20160401,혼다,180000,11.4
20211001,랜드로버,272000,15.7
20200801,랜드로버,232000,15.7
20190101,랜드로버,232000,13.5
20160401,랜드로버,178000,11.9
20220901,마세라티,150000,9.1
20230301,마세라티,140000,7.3
20230801,FOTON,133000,6.9
20190301,인피니티,171000,11.1
20220101,인피니티,194000,13.0
20150901,인피니티,165000,8.5
20191001,인피니티,176000,11.1
20161101,인피니티,184000,9.5
20151001,인피니티,148000,7.8
20150801,인피니티,255000,8.5
20180601,마세라티,124000,9.9
20230901,마세라티,132000,6.5
20170101,포르쉐,107000,10.7
20201101,마세라티,122000,8.3
20170101,스바루,128000,6.7
20210601,스바루,205000,10.2
20210301,스바루,226000,9.1
20200401,스바루,164000,9.6
20240401,스바루,182000,12.7
20220301,스바루,292000,11.2
20201101,스바루,225000,10.2
20171001,스바루,152000,10.3
20230501,포르쉐,165000,11.0
20190401,닛산,167000,10.3
20180401,포르쉐,125000,9.1
20170601,랜드로버,177000,12.3
20200801,포르쉐,131000,10.6
20220301,미쓰비시,142000,13.6
20180301,미쓰비시,120000,8.6
20230401,미쓰비시,144000,13.0
20210301,미쓰비시,152000,11.0
20200901,미쓰비시,193000,10.0
20171001,미쓰비시,154000,8.9
20150901,미쓰비시,123000,6.2
20230501,북기은상,137000,5.6
20220901,북기은상,149000,6.3
20200401,미쓰비시,100000,7.1
20221201,마세라티,142000,8.4
20190601,포르쉐,119000,8.3
20220901,포르쉐,242000,10.9
20240201,스마트,214000,15.3
20240301,스마트,171000,16.0
20220401,스마트,192000,14.8
20170801,다이하쓰,130000,8.1
20180201,그레이트월,253000,12.4
20200201,아큐라,166000,14.0
20211001,스마트,131000,10.3
20190601,허머,230000,12.8
20190201,Chevrolet,152000,18.9
20180301,스마트,148000,11.4
20170801,스마트,191000,12.1
20170801,랜드로버,213000,17.6
20170201,이스즈,152000,20.6
20160601,재규어,231000,17.1
20211001,폰티악,139000,25.8
20171101,이글,136000,18.8
20230201,로버,159000,20.5
20240301,폰티악,148000,27.5
20151001,이스즈,132000,19.3
20190701,이스즈,158000,25.3
20150901,스즈키,285000,18.1
20210801,스즈키,117000,14.1
20180201,피아트,109000,21.4
20170901,란치아,274000,21.3
20171001,란치아,337000,21.4
20160601,란치아,181000,18.8
20211101,뷰익,288000,25.1
20180601,폰티악,282000,21.8
20210301,뷰익,286000,24.7
20220601,폰티악,175000,25.4
20170801,Chevrolet,196000,22.1
20200201,시트로엥,108000,23.8
20190401,시트로엥,191000,22.3
20150701,랜드로버,265000,12.7
20200901,알파로메오,110000,16.8
20170901,페라리,166000,14.2
20240201,허머,139000,12.0
20150801,미쓰비시,201000,12.0
20190201,마쯔다,158000,11.9
20200101,스즈키,171000,10.7
20190901,스마트,149000,9.7
20221201,스마트,135000,12.3
20190501,미쓰비시,268000,11.6
20160301,닛산,128000,12.7
20201001,다이하쓰,104000,11.3
20200501,다이하쓰,122000,11.3
20220401,스즈키,112000,7.6
20200201,벤틀리,141000,11.4
20230501,스마트,181000,10.3
20180801,사이언,101000,7.9
20180201,닛산,182000,9.2
20210201,볼보,211000,14.6
20180801,볼보,210000,13.7
20201201,포드,191000,13.5
20220901,혼다,214000,13.7
20240601,혼다,208000,15.3
20180401,폭스바겐,201000,11.8
20230401,BMW,219000,14.8
20200501,포드,188000,13.3
20210901,볼보,204000,15.3
20200301,BMW,218000,14.0
20200501,BMW,220000,14.2
20170901,렉서스,224000,12.6
20180401,볼보,197000,14.4
20170501,다이하쓰,100000,5.7
20171201,마쯔다,200000,6.3
20230201,사브,177000,18.3
20180201,BMW,218000,14.5
20231101,지프,198000,13.5
20190501,BMW,224000,14.0
20170801,포드,191000,12.8
20201201,BMW,219000,14.1
20240301,BMW,220000,14.4
20180601,새턴,140000,13.8
20190901,렉서스,231000,13.7
20180601,지프,244000,14.6
20220901,푸조,196000,12.7
20220301,닷지,205000,18.3
20170301,닛산,150000,8.6
20190801,포드,195000,13.1
20210701,혼다,203000,13.1
20200101,혼다,214000,12.4
20210601,벤츠,237000,15.0
20160301,지프,171000,15.0
20190901,머큐리,200000,15.4
20170801,혼다,179000,11.2
20210801,폭스바겐,227000,11.9
20211001,혼다,205000,13.1
20220501,아우디,213000,13.7
20201101,포드,197000,12.9
20160501,볼보,183000,13.7
20190101,BMW,219000,13.9
20180201,폰티악,194000,14.9
20240101,포드,192000,12.7
20220601,미니,159000,12.1
20170501,닷지,166000,16.2
20191001,BMW,205000,12.8
20160601,포드,202000,13.6
20190201,닛산,163000,9.2
20200701,새턴,150000,7.5
20160201,BMW,214000,13.5
20220901,벤츠,208000,14.2
20160301,벤츠,222000,14.2
20180401,포드,202000,12.5
20210301,혼다,213000,12.7
20180101,토요타,184000,10.6
20150901,BMW,226000,13.8
20240401,토요타,211000,11.9
20240201,토요타,201000,12.6
20191001,아우디,208000,11.7
20211201,캐딜락,172000,14.0
20200201,인피니티,189000,11.6
20220901,렉서스,233000,15.3
20190801,벤츠,223000,14.2
20190101,폭스바겐,213000,11.1
20221201,혼다,203000,14.0
20201201,미니,165000,10.4
20220901,볼보,212000,15.1
20220101,폭스바겐,216000,12.3
20180301,벤츠,235000,14.4
20180501,알파로메오,175000,11.0
20180401,아우디,202000,11.9
20230101,벤츠,222000,15.0
20170201,BMW,215000,13.8
20210401,미니,148000,12.4
20230301,벤츠,230000,15.0
20191101,벤츠,217000,13.1
20230701,폭스바겐,218000,13.0
20230801,BMW,222000,14.2
20170701,토요타,235000,12.8
20191001,푸조,186000,11.7
20231001,아우디,208000,13.9
20210101,닛산,177000,11.4
20200201,렉서스,225000,13.8
20220501,토요타,195000,12.1
20180101,벤츠,219000,14.2
20200101,렉서스,240000,13.5
20190401,렉서스,221000,13.4
20151001,토요타,226000,14.1
20220201,BMW,216000,14.2
20151001,혼다,200000,11.1
20230201,혼다,211000,15.1
20191001,폭스바겐,209000,11.0
20201101,아우디,198000,13.0
20171001,BMW,239000,15.1
20160601,BMW,226000,13.9
20160201,혼다,167000,10.1
20210901,아큐라,161000,14.5
20230301,아우디,206000,13.7
20240201,혼다,221000,15.0
20240101,아우디,206000,13.3
20180301,아우디,197000,12.5
20210901,벤츠,226000,14.8
20200401,BMW,219000,14.0
20190401,BMW,220000,13.7
20240201,랜드로버,220000,11.6
20200701,혼다,203000,12.2
20240301,재규어,200000,12.0
20170601,벤츠,220000,13.7
20230401,포르쉐,200000,15.5
20151201,포드,195000,13.1
20221101,폭스바겐,220000,12.6
20230401,링컨,199000,13.2
20220601,폭스바겐,224000,12.7
20210501,혼다,212000,13.2
20151201,BMW,229000,13.7
20221101,아우디,202000,13.0
20230101,렉서스,225000,15.9
20181201,닛산,179000,9.6
20221201,인피니티,189000,13.6
20221101,벤츠,225000,14.7
20200201,미니,163000,11.9
20170501,폭스바겐,184000,11.9
20201001,아큐라,126000,13.6
20240401,미니,165000,12.8
20220901,닛산,185000,11.6
20231101,렉서스,221000,16.0
20200301,볼보,204000,14.8
20220201,토요타,179000,10.9
20220201,크라이슬러,215000,14.1
20180501,오펠,115000,10.8
20170601,시트로엥,149000,14.4
20170501,볼보,209000,14.3
20230801,아큐라,119000,14.1
20200601,인피니티,188000,12.2
20161001,혼다,170000,9.7
20190801,BMW,225000,13.9
20190901,아우디,192000,12.2
20171101,닛산,161000,8.6
20230201,사이언,164000,13.9
20230501,랜드로버,234000,13.6
20210501,볼보,232000,14.3
20180201,포드,185000,12.6
20180601,닛산,180000,10.2
20160901,크라이슬러,185000,13.6
20210801,사브,190000,15.4
20210101,볼보,222000,14.4
20190301,새턴,150000,8.7
20170501,크라이슬러,177000,11.6
20181101,렉서스,230000,13.4
20190801,스즈키,208000,10.3
20200201,아우디,200000,12.1
20210801,푸조,204000,12.5
20161101,포드,201000,13.1
20180501,크라이슬러,180000,12.5
20190901,벤츠,213000,14.0
20200701,아우디,201000,11.9
20181001,닷지,240000,17.1
20170901,토요타,208000,11.6
20171001,포드,172000,13.2
20151201,지프,211000,13.5
20230201,미니,158000,12.5
20210901,크라이슬러,196000,14.2
20160601,뷰익,119000,10.8
20230101,사브,269000,18.4
20240301,아큐라,155000,12.6
20180101,재규어,130000,9.5
20170201,마쯔다,144000,6.1
20240601,미니,162000,12.8
20171001,닛산,144000,9.8
20190701,혼다,198000,12.0
20180301,푸조,196000,11.1
20180701,아큐라,250000,12.0
20170101,아큐라,280000,12.2
20220901,랜드로버,203000,10.3
20160301,렉서스,205000,9.6
20170501,아우디,190000,12.4
20180501,마쯔다,201000,12.6
20231201,크라이슬러,205000,14.7
20210401,닷지,178000,17.7
20180101,볼보,205000,14.3
20170601,뷰익,167000,13.0
20181101,캐딜락,205000,13.9
20150801,혼다,198000,11.6
20200201,볼보,212000,14.8
20230201,링컨,189000,12.8
20200301,Chevrolet,117000,10.5
20240301,지프,229000,13.4
20161001,닛산,128000,8.1
20190101,머큐리,250000,11.9
20161101,혼다,203000,9.6
20231201,포드,187000,12.8
20230801,재규어,194000,11.3
20181101,지프,248000,13.9
20201101,닛산,184000,10.4
20160501,미쓰비시,170000,13.2
20161001,Chevrolet,101000,14.8
20160401,머큐리,178000,15.7
20150801,미니,142000,7.5
20200501,미니,151000,11.1
20190801,크라이슬러,190000,13.5
20181101,미니,138000,9.9
20171001,미니,129000,9.9
20181201,머큐리,201000,15.2
20200901,Chevrolet,135000,15.3
20180801,미니,133000,11.9
20221101,미쓰비시,239000,12.6
20200101,닛산,166000,10.6
20150701,아우디,223000,14.5
20240501,시트로엥,179000,9.8
20220701,시트로엥,154000,8.0
20230301,시트로엥,178000,7.9
20221201,시트로엥,174000,8.5
20160101,벤츠,222000,14.1
20230801,크라이슬러,200000,15.0
20231101,크라이슬러,214000,15.3
20221201,지프,216000,13.2
20201201,지프,207000,13.8
20200501,지프,245000,14.0
20210201,링컨,190000,13.8
20220701,링컨,189000,12.3
20190801,링컨,210000,12.5
20190701,링컨,175000,12.3
20210401,링컨,201000,12.4
20170301,링컨,163000,12.1
20211101,링컨,203000,12.0
20220101,링컨,216000,12.8
20221001,링컨,205000,11.6
20151101,링컨,280000,12.2
20151201,링컨,185000,12.6
20160601,링컨,195000,12.9
20190301,지프,257000,14.7
20170301,지프,239000,14.7
20160401,크라이슬러,217000,12.3
20201001,캐딜락,172000,14.6
20190601,캐딜락,159000,11.9
20160101,캐딜락,227000,12.1
20200301,캐딜락,200000,12.5
20171001,캐딜락,166000,11.5
20210301,캐딜락,176000,12.4
20180501,캐딜락,223000,12.6
20190901,캐딜락,182000,13.5
20240401,캐딜락,179000,13.5
20161201,캐딜락,160000,12.1
20230901,캐딜락,190000,13.6
20240601,캐딜락,210000,14.2
20161101,캐딜락,180000,13.6
20210601,캐딜락,201000,13.9
20170501,푸조,195000,10.5
20230201,푸조,199000,12.7
20180801,푸조,197000,11.7
20180901,푸조,217000,11.2
20210201,푸조,198000,12.2
20190701,푸조,200000,11.4
20150901,푸조,172000,8.9
20160901,푸조,169000,10.1
20170201,푸조,190000,10.6
20220701,푸조,202000,12.5
20160601,포르쉐,191000,11.4
20221201,포르쉐,139000,12.4
20221101,닷지,185000,17.6
20220801,닷지,218000,16.4
20221001,닷지,188000,15.7
20190901,닷지,234000,17.2
20180201,지프,206000,13.4
20190601,사브,195000,15.1
20151201,사브,182000,17.2
20191201,사브,206000,16.0
20220301,사브,184000,17.4
20190501,사브,210000,15.0
20180901,사브,202000,15.1
20221001,사브,203000,18.1
20221201,사브,204000,16.4
20230701,사브,208000,18.0
20220901,사브,219000,20.4
20160201,푸조,169000,10.5
20150901,사브,197000,14.7
20190701,시트로엥,132000,6.4
20230601,캐딜락,158000,13.9
20161101,지프,192000,18.1
20160501,닷지,255000,17.4
20221101,피아트,103000,9.3
20230401,피아트,182000,9.3
20240401,피아트,197000,10.4
20230301,피아트,155000,9.8
20240101,재규어,178000,11.0
20160301,재규어,220000,9.4
20230401,볼보,236000,14.8
20170901,볼보,230000,14.8
20170101,볼보,200000,13.7
20151001,볼보,213000,14.5
20220101,렉서스,231000,15.7
20150701,렉서스,210000,10.7
20220301,벤틀리,104000,10.0
20160801,재규어,201000,9.4
20240601,랜드로버,209000,12.5
20160701,마세라티,129000,11.3
20211201,랜드로버,234000,12.0
20201101,랜드로버,226000,15.0
20220701,랜드로버,217000,13.3
20170401,랜드로버,235000,12.7
20180701,랜드로버,245000,14.1
20201201,랜드로버,201000,14.2
20180801,랜드로버,198000,15.8
20171201,재규어,251000,10.1
20160901,재규어,260000,12.9
20200601,마세라티,102000,5.8
20231201,마세라티,118000,8.6
20191101,마세라티,102000,5.5
20230101,인피니티,202000,13.5
20210901,인피니티,189000,13.0
20180201,인피니티,203000,10.1
20180601,인피니티,219000,10.6
20210101,인피니티,203000,12.6
20180101,인피니티,149000,9.5
20150701,인피니티,147000,7.3
20180801,인피니티,190000,10.8
20160501,인피니티,138000,7.6
20220501,스바루,241000,11.3
20190901,스바루,298000,8.7
20240201,스바루,135000,11.6
20231101,스바루,181000,12.7
20200801,스바루,263000,8.3
20220601,닛산,191000,12.1
20160601,닛산,153000,8.2
20190701,닛산,185000,10.3
20220201,미쓰비시,186000,12.1
20221001,미쓰비시,265000,13.0
20190101,미쓰비시,170000,14.1
20181101,미쓰비시,186000,12.3
20210401,미쓰비시,176000,11.1
20220901,미쓰비시,152000,16.2
20231101,미쓰비시,210000,15.2
20211001,미쓰비시,121000,14.9
20180901,미쓰비시,150000,12.9
20201101,미쓰비시,149000,12.4
20211001,북기은상,103000,5.7
20230601,북기은상,162000,6.3
20230301,북기은상,145000,6.1
20181001,포르쉐,123000,8.8
20160601,랜드로버,218000,13.2
20220101,스마트,172000,16.6
20170201,Chevrolet,125000,13.8
20160701,오펠,164000,11.8
20190301,스마트,135000,11.8
20211201,이스즈,182000,16.7
20151101,다이하쓰,120000,10.0
20230601,스마트,250000,17.4
20151101,미쓰비시,319000,15.3
20211201,스마트,111000,11.6
20200401,스마트,138000,12.3
20181001,피아트,142000,12.9
20180501,스마트,145000,9.9
20201001,마쯔다,114000,12.7
20200601,Chevrolet,231000,15.3
20180801,스마트,124000,10.3
20190401,스마트,146000,12.9
20221201,마쯔다,196000,17.8
20170701,랜드로버,207000,16.9
20190201,이스즈,157000,24.0
20170901,닷지,193000,18.9
20231001,폰티악,104000,23.8
20201201,폰티악,139000,24.0
20180101,이글,170000,20.0
20190501,이글,165000,20.1
20210801,Chevrolet,157000,29.2
20180501,Chevrolet,222000,22.3
20230101,벤틀리,160000,16.7
20170201,스즈키,251000,19.6
20150801,스즈키,205000,17.9
20171101,스즈키,177000,20.1
20160901,폰티악,255000,21.5
20170301,폰티악,173000,21.2
20190601,시트로엥,139000,23.1
20220801,폰티악,220000,26.0
20151101,피아트,194000,18.8
20150901,피아트,177000,18.3
20190901,란치아,275000,22.8
20240601,란치아,233000,27.9
20180801,뷰익,164000,22.3
20231201,뷰익,128000,27.5
20170701,뷰익,187000,20.8
20200101,이글,264000,24.0
20220201,뷰익,130000,26.5
20190701,뷰익,471000,23.3
20151001,폰티악,136000,19.8
20221001,Chevrolet,242000,27.2
20151201,머큐리,175000,22.8
20180901,머큐리,200000,24.8
20160801,머큐리,199000,22.1
20220601,머큐리,179000,26.8
20161101,머큐리,235000,19.3
20220401,다이하쓰,120000,13.9
20170701,스마트,141000,7.7
20180201,스즈키,152000,9.4
20170901,스즈키,156000,8.8
20170301,스즈키,120000,5.9
20220201,스즈키,136000,10.3
20151001,스바루,172000,18.0
20230101,허머,111000,7.7
20230401,사이언,120000,14.5
20170101,마쯔다,238000,8.0
20201101,다이하쓰,133000,11.0
20210101,스즈키,115000,6.3
20170701,새턴,135000,15.3
20170401,볼보,196000,13.8
20230801,지프,220000,13.5
20220301,포드,193000,13.1
20220601,포드,189000,13.2
20161001,벤츠,229000,13.2
20210301,볼보,221000,15.0
20150701,닛산,148000,8.8
20160501,토요타,213000,12.5
20180801,아우디,186000,12.3
20201201,볼보,223000,15.9
20200101,크라이슬러,190000,13.0
20240101,크라이슬러,203000,14.6
20181201,토요타,202000,11.7
20150701,포드,210000,13.6
20171101,포드,208000,12.9
20180501,렉서스,219000,12.8
20170401,BMW,221000,13.7
20240101,BMW,220000,14.2
20200601,BMW,215000,13.9
20200501,벤츠,217000,14.3
20190101,크라이슬러,176000,12.8
20180801,지프,220000,14.3
20181201,렉서스,228000,12.8
20220201,벤츠,224000,14.6
20220601,벤츠,230000,15.1
20230901,BMW,220000,14.4
20221001,아우디,199000,13.2
20150801,토요타,179000,14.2
20200901,혼다,228000,13.3
20210601,스즈키,210000,19.5
20201201,크라이슬러,201000,13.4
20200301,토요타,201000,11.0
20231101,아우디,207000,13.7
20220101,포드,184000,13.1
20231001,포드,188000,12.8
20220401,크라이슬러,210000,14.4
20210901,렉서스,236000,15.2
20200601,벤츠,220000,13.9
20210101,미니,141000,11.5
20181001,닛산,178000,9.0
20200601,아우디,202000,12.7
20230101,폭스바겐,212000,12.4
20190801,닷지,204000,17.4
20221001,크라이슬러,197000,15.0
20180901,토요타,178000,11.0
20191201,렉서스,228000,13.1
20161201,토요타,187000,13.5
20190201,크라이슬러,191000,13.0
20231201,BMW,219000,14.7
20160701,포드,201000,14.0
20210101,BMW,224000,14.2
20170401,토요타,185000,13.8
20210201,지프,212000,14.0
20230201,토요타,209000,11.7
20231201,닛산,182000,12.0
20190901,폭스바겐,197000,11.2
20170601,Chevrolet,107000,10.8
20220701,볼보,222000,15.1
20170801,재규어,171000,10.4
20201101,벤츠,227000,14.0
20211201,BMW,224000,14.7
20150801,링컨,182000,12.3
20220901,포드,187000,12.7
20220501,혼다,216000,14.2
20161201,BMW,221000,14.3
20160901,머큐리,203000,20.4
20170301,뷰익,150000,14.3
20230401,벤츠,214000,14.3
20200801,크라이슬러,204000,13.3
20190601,BMW,215000,13.4
20191001,토요타,185000,11.4
20211001,다이하쓰,150000,8.8
20191201,크라이슬러,202000,12.8
20220401,혼다,212000,13.8
20240601,렉서스,238000,16.5
20221201,폭스바겐,209000,12.8
20191001,마쯔다,146000,6.1
20150801,아우디,220000,13.5
20221001,혼다,231000,14.2
20210101,토요타,178000,11.1
20220901,Chevrolet,150000,6.4
20160901,토요타,188000,11.1
20190801,혼다,209000,12.3
20211101,BMW,223000,14.6
20240101,폭스바겐,214000,12.9
20230701,닷지,172000,16.6
20210801,벤츠,237000,14.5
20190701,벤츠,210000,13.6
20240101,벤츠,221000,14.2
20200501,폭스바겐,217000,12.1
20171001,볼보,225000,14.1
20200101,아큐라,182000,13.9
